name,artists,daily_rank,country,snapshot_date,album_name,danceability,energy,acousticness,valence
Lies Lies Lies,Morgan Wallen,43,US,2024-10-17,Lies Lies Lies,0.486,0.702,0.239,0.382
Red Wine Supernova,Chappell Roan,44,US,2024-10-17,The Rise and Fall of a Midwest Princess,0.657,0.82,0.0176,0.709
Or What,"NLE Choppa, 41, Kyle Richh",45,US,2024-10-17,SLUT SZN,0.731,0.586,0.116,0.147
one of wun,Gunna,46,US,2024-10-17,One of Wun,0.915,0.453,0.0872,0.287
Heading South,Zach Bryan,47,US,2024-10-17,Heading South,0.68,0.246,0.783,0.388
Casual,Chappell Roan,48,US,2024-10-17,The Rise and Fall of a Midwest Princess,0.508,0.411,0.226,0.34
Last Night,Morgan Wallen,49,US,2024-10-17,One Thing At A Time,0.492,0.673,0.413,0.488
Austin (Boots Stop Workin'),Dasha,50,US,2024-10-17,What Happens Now?,0.756,0.672,0.464,0.739
Taste,Sabrina Carpenter,1,US,2024-10-16,Short n' Sweet,0.674,0.907,0.101,0.721
Die With A Smile,"Lady Gaga, Bruno Mars",2,US,2024-10-16,Die With A Smile,0.521,0.592,0.308,0.535
BIRDS OF A FEATHER,Billie Eilish,3,US,2024-10-16,HIT ME HARD AND SOFT,0.747,0.507,0.2,0.438
"Good Luck, Babe!",Chappell Roan,4,US,2024-10-16,"Good Luck, Babe!",0.7,0.582,0.0502,0.785
Timeless (with Playboi Carti),"The Weeknd, Playboi Carti",5,US,2024-10-16,Timeless,0.769,0.722,0.0584,0.57
Sailor Song,Gigi Perez,6,US,2024-10-16,Sailor Song,0.494,0.413,0.682,0.273
Espresso,Sabrina Carpenter,7,US,2024-10-16,Short n' Sweet,0.699,0.776,0.131,0.708
Who,Jimin,8,US,2024-10-16,MUSE,0.66,0.756,0.00289,0.838
I Had Some Help (Feat. Morgan Wallen),"Post Malone, Morgan Wallen",9,US,2024-10-16,F-1 Trillion,0.644,0.874,0.0113,0.753
A Bar Song (Tipsy),Shaboozey,10,US,2024-10-16,"Where I've Been, Isn't Where I'm Going",0.722,0.706,0.072,0.599
"I Love You, I'm Sorry",Gracie Abrams,11,US,2024-10-16,The Secret of Us,0.53,0.406,0.656,0.338
Bed Chem,Sabrina Carpenter,12,US,2024-10-16,Short n' Sweet,0.739,0.727,0.0678,0.676
Please Please Please,Sabrina Carpenter,13,US,2024-10-16,Short n' Sweet,0.675,0.586,0.257,0.621
HOT TO GO!,Chappell Roan,14,US,2024-10-16,The Rise and Fall of a Midwest Princess,0.742,0.757,0.0187,0.957
WILDFLOWER,Billie Eilish,15,US,2024-10-16,HIT ME HARD AND SOFT,0.467,0.247,0.612,0.126
I Remember Everything (feat. Kacey Musgraves),"Zach Bryan, Kacey Musgraves",16,US,2024-10-16,Zach Bryan,0.429,0.453,0.554,0.155
Pink Pony Club,Chappell Roan,17,US,2024-10-16,The Rise and Fall of a Midwest Princess,0.61,0.65,0.399,0.507
Beautiful Things,Benson Boone,18,US,2024-10-16,Fireworks & Rollerblades,0.472,0.471,0.151,0.219
Stick Season,Noah Kahan,19,US,2024-10-16,Stick Season,0.664,0.5,0.799,0.801
Not Like Us,Kendrick Lamar,20,US,2024-10-16,Not Like Us,0.898,0.472,0.0107,0.214
MILLION DOLLAR BABY,Tommy Richman,21,US,2024-10-16,MILLION DOLLAR BABY,0.852,0.697,0.0973,0.919
See You Again (feat. Kali Uchis),"Tyler, The Creator, Kali Uchis",22,US,2024-10-16,Flower Boy,0.558,0.559,0.371,0.62
Sweater Weather,The Neighbourhood,23,US,2024-10-16,I Love You.,0.612,0.807,0.0495,0.398
NIGHTS LIKE THIS,The Kid LAROI,24,US,2024-10-16,THE FIRST TIME,0.482,0.757,0.0137,0.12
Pink Skies,Zach Bryan,25,US,2024-10-16,Pink Skies,0.525,0.488,0.191,0.253
Lose Control,Teddy Swims,26,US,2024-10-16,I've Tried Everything But Therapy (Part 1),0.561,0.604,0.199,0.242
Something in the Orange,Zach Bryan,27,US,2024-10-16,Something in the Orange,0.369,0.192,0.555,0.148
Ain't No Love In Oklahoma (From Twisters: The Album),Luke Combs,28,US,2024-10-16,Ain't No Love In Oklahoma (From Twisters: The Album),0.487,0.658,0.00877,0.282
Juno,Sabrina Carpenter,29,US,2024-10-16,Short n' Sweet,0.633,0.725,0.0461,0.64
Too Sweet,Hozier,30,US,2024-10-16,Unreal Unearth: Unaired,0.741,0.62,0.0295,0.934
Cowgirls (feat. ERNEST),"Morgan Wallen, ERNEST",31,US,2024-10-16,One Thing At A Time,0.621,0.779,0.216,0.399
FE!N (feat. Playboi Carti),"Travis Scott, Playboi Carti",32,US,2024-10-16,UTOPIA,0.569,0.882,0.0316,0.201
Good Graces,Sabrina Carpenter,33,US,2024-10-16,Short n' Sweet,0.758,0.759,0.329,0.732
No One Noticed,The Marías,34,US,2024-10-16,Submarine,0.705,0.339,0.552,0.457
Diet Pepsi,Addison Rae,35,US,2024-10-16,Diet Pepsi,0.669,0.561,0.495,0.841
Sympathy is a knife featuring ariana grande,"Charli xcx, Ariana Grande",36,US,2024-10-16,Brat and it’s completely different but also still brat,0.711,0.603,0.0962,0.339
Or What,"NLE Choppa, 41, Kyle Richh",37,US,2024-10-16,SLUT SZN,0.731,0.586,0.116,0.147
Slow It Down,Benson Boone,38,US,2024-10-16,Fireworks & Rollerblades,0.432,0.583,0.174,0.544
Guess featuring billie eilish,"Charli xcx, Billie Eilish",39,US,2024-10-16,Brat and it’s completely different but also still brat,0.78,0.713,0.0167,0.615
LA PATRULLA,"Peso Pluma, Neton Vega",40,US,2024-10-16,ÉXODO,0.722,0.74,0.68,0.893
Pink + White,Frank Ocean,41,US,2024-10-16,Blonde,0.545,0.545,0.667,0.549
Lies Lies Lies,Morgan Wallen,42,US,2024-10-16,Lies Lies Lies,0.486,0.702,0.239,0.382
Red Wine Supernova,Chappell Roan,43,US,2024-10-16,The Rise and Fall of a Midwest Princess,0.657,0.82,0.0176,0.709
Mmhmm,BigXthaPlug,44,US,2024-10-16,THE BIGGEST,0.93,0.682,0.028,0.962
My Love Mine All Mine,Mitski,45,US,2024-10-16,The Land Is Inhospitable and So Are We,0.504,0.308,0.868,0.121
Last Night,Morgan Wallen,46,US,2024-10-16,One Thing At A Time,0.492,0.673,0.413,0.488
Heading South,Zach Bryan,47,US,2024-10-16,Heading South,0.68,0.246,0.783,0.388
one of wun,Gunna,48,US,2024-10-16,One of Wun,0.915,0.453,0.0872,0.287
Casual,Chappell Roan,49,US,2024-10-16,The Rise and Fall of a Midwest Princess,0.508,0.411,0.226,0.34
28,Zach Bryan,50,US,2024-10-16,The Great American Bar Scene,0.492,0.519,0.227,0.435
Taste,Sabrina Carpenter,1,US,2024-10-15,Short n' Sweet,0.674,0.907,0.101,0.721
Die With A Smile,"Lady Gaga, Bruno Mars",2,US,2024-10-15,Die With A Smile,0.521,0.592,0.308,0.535
BIRDS OF A FEATHER,Billie Eilish,3,US,2024-10-15,HIT ME HARD AND SOFT,0.747,0.507,0.2,0.438
"Good Luck, Babe!",Chappell Roan,4,US,2024-10-15,"Good Luck, Babe!",0.7,0.582,0.0502,0.785
Timeless (with Playboi Carti),"The Weeknd, Playboi Carti",5,US,2024-10-15,Timeless,0.769,0.722,0.0584,0.57
Sailor Song,Gigi Perez,6,US,2024-10-15,Sailor Song,0.494,0.413,0.682,0.273
Espresso,Sabrina Carpenter,7,US,2024-10-15,Short n' Sweet,0.699,0.776,0.131,0.708
Who,Jimin,8,US,2024-10-15,MUSE,0.66,0.756,0.00289,0.838
A Bar Song (Tipsy),Shaboozey,9,US,2024-10-15,"Where I've Been, Isn't Where I'm Going",0.722,0.706,0.072,0.599
I Had Some Help (Feat. Morgan Wallen),"Post Malone, Morgan Wallen",10,US,2024-10-15,F-1 Trillion,0.644,0.874,0.0113,0.753
HOT TO GO!,Chappell Roan,11,US,2024-10-15,The Rise and Fall of a Midwest Princess,0.742,0.757,0.0187,0.957
Please Please Please,Sabrina Carpenter,12,US,2024-10-15,Short n' Sweet,0.675,0.586,0.257,0.621
Bed Chem,Sabrina Carpenter,13,US,2024-10-15,Short n' Sweet,0.739,0.727,0.0678,0.676
"I Love You, I'm Sorry",Gracie Abrams,14,US,2024-10-15,The Secret of Us,0.53,0.406,0.656,0.338
Pink Pony Club,Chappell Roan,15,US,2024-10-15,The Rise and Fall of a Midwest Princess,0.61,0.65,0.399,0.507
WILDFLOWER,Billie Eilish,16,US,2024-10-15,HIT ME HARD AND SOFT,0.467,0.247,0.612,0.126
I Remember Everything (feat. Kacey Musgraves),"Zach Bryan, Kacey Musgraves",17,US,2024-10-15,Zach Bryan,0.429,0.453,0.554,0.155
Not Like Us,Kendrick Lamar,18,US,2024-10-15,Not Like Us,0.898,0.472,0.0107,0.214
MILLION DOLLAR BABY,Tommy Richman,19,US,2024-10-15,MILLION DOLLAR BABY,0.852,0.697,0.0973,0.919
Beautiful Things,Benson Boone,20,US,2024-10-15,Fireworks & Rollerblades,0.472,0.471,0.151,0.219
Stick Season,Noah Kahan,21,US,2024-10-15,Stick Season,0.664,0.5,0.799,0.801
See You Again (feat. Kali Uchis),"Tyler, The Creator, Kali Uchis",22,US,2024-10-15,Flower Boy,0.558,0.559,0.371,0.62
Something in the Orange,Zach Bryan,23,US,2024-10-15,Something in the Orange,0.369,0.192,0.555,0.148
Sweater Weather,The Neighbourhood,24,US,2024-10-15,I Love You.,0.612,0.807,0.0495,0.398
FE!N (feat. Playboi Carti),"Travis Scott, Playboi Carti",25,US,2024-10-15,UTOPIA,0.569,0.882,0.0316,0.201
Lose Control,Teddy Swims,26,US,2024-10-15,I've Tried Everything But Therapy (Part 1),0.561,0.604,0.199,0.242
Pink Skies,Zach Bryan,27,US,2024-10-15,Pink Skies,0.525,0.488,0.191,0.253
NIGHTS LIKE THIS,The Kid LAROI,28,US,2024-10-15,THE FIRST TIME,0.482,0.757,0.0137,0.12
Too Sweet,Hozier,29,US,2024-10-15,Unreal Unearth: Unaired,0.741,0.62,0.0295,0.934
Juno,Sabrina Carpenter,30,US,2024-10-15,Short n' Sweet,0.633,0.725,0.0461,0.64
Guess featuring billie eilish,"Charli xcx, Billie Eilish",31,US,2024-10-15,Brat and it’s completely different but also still brat,0.78,0.713,0.0167,0.615
Sympathy is a knife featuring ariana grande,"Charli xcx, Ariana Grande",32,US,2024-10-15,Brat and it’s completely different but also still brat,0.711,0.603,0.0962,0.339
Ain't No Love In Oklahoma (From Twisters: The Album),Luke Combs,33,US,2024-10-15,Ain't No Love In Oklahoma (From Twisters: The Album),0.487,0.658,0.00877,0.282
Cowgirls (feat. ERNEST),"Morgan Wallen, ERNEST",34,US,2024-10-15,One Thing At A Time,0.621,0.779,0.216,0.399
Or What,"NLE Choppa, 41, Kyle Richh",35,US,2024-10-15,SLUT SZN,0.731,0.586,0.116,0.147
Good Graces,Sabrina Carpenter,36,US,2024-10-15,Short n' Sweet,0.758,0.759,0.329,0.732
Red Wine Supernova,Chappell Roan,37,US,2024-10-15,The Rise and Fall of a Midwest Princess,0.657,0.82,0.0176,0.709
Diet Pepsi,Addison Rae,38,US,2024-10-15,Diet Pepsi,0.669,0.561,0.495,0.841
Last Night,Morgan Wallen,39,US,2024-10-15,One Thing At A Time,0.492,0.673,0.413,0.488
LA PATRULLA,"Peso Pluma, Neton Vega",40,US,2024-10-15,ÉXODO,0.722,0.74,0.68,0.893
Slow It Down,Benson Boone,41,US,2024-10-15,Fireworks & Rollerblades,0.432,0.583,0.174,0.544
Heading South,Zach Bryan,42,US,2024-10-15,Heading South,0.68,0.246,0.783,0.388
No One Noticed,The Marías,43,US,2024-10-15,Submarine,0.705,0.339,0.552,0.457
Mmhmm,BigXthaPlug,44,US,2024-10-15,THE BIGGEST,0.93,0.682,0.028,0.962
Lies Lies Lies,Morgan Wallen,45,US,2024-10-15,Lies Lies Lies,0.486,0.702,0.239,0.382
Thick Of It (feat. Trippie Redd),"KSI, Trippie Redd",46,US,2024-10-15,Thick Of It (feat. Trippie Redd) / Low,0.588,0.826,0.0768,0.648
Casual,Chappell Roan,47,US,2024-10-15,The Rise and Fall of a Midwest Princess,0.508,0.411,0.226,0.34
one of wun,Gunna,48,US,2024-10-15,One of Wun,0.915,0.453,0.0872,0.287
Austin (Boots Stop Workin'),Dasha,49,US,2024-10-15,What Happens Now?,0.756,0.672,0.464,0.739
Pink + White,Frank Ocean,50,US,2024-10-15,Blonde,0.545,0.545,0.667,0.549
Taste,Sabrina Carpenter,1,US,2024-10-14,Short n' Sweet,0.674,0.907,0.101,0.721
Die With A Smile,"Lady Gaga, Bruno Mars",2,US,2024-10-14,Die With A Smile,0.521,0.592,0.308,0.535
BIRDS OF A FEATHER,Billie Eilish,3,US,2024-10-14,HIT ME HARD AND SOFT,0.747,0.507,0.2,0.438
"Good Luck, Babe!",Chappell Roan,4,US,2024-10-14,"Good Luck, Babe!",0.7,0.582,0.0502,0.785
Timeless (with Playboi Carti),"The Weeknd, Playboi Carti",5,US,2024-10-14,Timeless,0.769,0.722,0.0584,0.57
Who,Jimin,6,US,2024-10-14,MUSE,0.66,0.756,0.00289,0.838
A Bar Song (Tipsy),Shaboozey,7,US,2024-10-14,"Where I've Been, Isn't Where I'm Going",0.722,0.706,0.072,0.599
Espresso,Sabrina Carpenter,8,US,2024-10-14,Short n' Sweet,0.699,0.776,0.131,0.708
I Had Some Help (Feat. Morgan Wallen),"Post Malone, Morgan Wallen",9,US,2024-10-14,F-1 Trillion,0.644,0.874,0.0113,0.753
Sailor Song,Gigi Perez,10,US,2024-10-14,Sailor Song,0.494,0.413,0.682,0.273
HOT TO GO!,Chappell Roan,11,US,2024-10-14,The Rise and Fall of a Midwest Princess,0.742,0.757,0.0187,0.957
Please Please Please,Sabrina Carpenter,12,US,2024-10-14,Short n' Sweet,0.675,0.586,0.257,0.621
Bed Chem,Sabrina Carpenter,13,US,2024-10-14,Short n' Sweet,0.739,0.727,0.0678,0.676
"I Love You, I'm Sorry",Gracie Abrams,14,US,2024-10-14,The Secret of Us,0.53,0.406,0.656,0.338
Pink Pony Club,Chappell Roan,15,US,2024-10-14,The Rise and Fall of a Midwest Princess,0.61,0.65,0.399,0.507
Not Like Us,Kendrick Lamar,16,US,2024-10-14,Not Like Us,0.898,0.472,0.0107,0.214
Beautiful Things,Benson Boone,17,US,2024-10-14,Fireworks & Rollerblades,0.472,0.471,0.151,0.219
MILLION DOLLAR BABY,Tommy Richman,18,US,2024-10-14,MILLION DOLLAR BABY,0.852,0.697,0.0973,0.919
I Remember Everything (feat. Kacey Musgraves),"Zach Bryan, Kacey Musgraves",19,US,2024-10-14,Zach Bryan,0.429,0.453,0.554,0.155
WILDFLOWER,Billie Eilish,20,US,2024-10-14,HIT ME HARD AND SOFT,0.467,0.247,0.612,0.126
Sympathy is a knife featuring ariana grande,"Charli xcx, Ariana Grande",21,US,2024-10-14,Brat and it’s completely different but also still brat,0.711,0.603,0.0962,0.339
Stick Season,Noah Kahan,22,US,2024-10-14,Stick Season,0.664,0.5,0.799,0.801
Lose Control,Teddy Swims,23,US,2024-10-14,I've Tried Everything But Therapy (Part 1),0.561,0.604,0.199,0.242
FE!N (feat. Playboi Carti),"Travis Scott, Playboi Carti",24,US,2024-10-14,UTOPIA,0.569,0.882,0.0316,0.201
Something in the Orange,Zach Bryan,25,US,2024-10-14,Something in the Orange,0.369,0.192,0.555,0.148
Ain't No Love In Oklahoma (From Twisters: The Album),Luke Combs,26,US,2024-10-14,Ain't No Love In Oklahoma (From Twisters: The Album),0.487,0.658,0.00877,0.282
Pink Skies,Zach Bryan,27,US,2024-10-14,Pink Skies,0.525,0.488,0.191,0.253
Too Sweet,Hozier,28,US,2024-10-14,Unreal Unearth: Unaired,0.74,0.643,0.041,0.96
Juno,Sabrina Carpenter,29,US,2024-10-14,Short n' Sweet,0.633,0.725,0.0461,0.64
Cowgirls (feat. ERNEST),"Morgan Wallen, ERNEST",30,US,2024-10-14,One Thing At A Time,0.621,0.779,0.216,0.399
Guess featuring billie eilish,"Charli xcx, Billie Eilish",31,US,2024-10-14,Brat and it’s completely different but also still brat,0.78,0.713,0.0167,0.615
Sweater Weather,The Neighbourhood,32,US,2024-10-14,I Love You.,0.612,0.807,0.0495,0.398
Good Graces,Sabrina Carpenter,33,US,2024-10-14,Short n' Sweet,0.758,0.759,0.329,0.732
See You Again (feat. Kali Uchis),"Tyler, The Creator, Kali Uchis",34,US,2024-10-14,Flower Boy,0.558,0.559,0.371,0.62
NIGHTS LIKE THIS,The Kid LAROI,35,US,2024-10-14,THE FIRST TIME,0.482,0.757,0.0137,0.12
Or What,"NLE Choppa, 41, Kyle Richh",36,US,2024-10-14,SLUT SZN,0.731,0.586,0.116,0.147
Diet Pepsi,Addison Rae,37,US,2024-10-14,Diet Pepsi,0.669,0.561,0.495,0.841
Red Wine Supernova,Chappell Roan,38,US,2024-10-14,The Rise and Fall of a Midwest Princess,0.657,0.82,0.0176,0.709
Lies Lies Lies,Morgan Wallen,39,US,2024-10-14,Lies Lies Lies,0.486,0.702,0.239,0.382
LA PATRULLA,"Peso Pluma, Neton Vega",40,US,2024-10-14,ÉXODO,0.722,0.74,0.68,0.893
Slow It Down,Benson Boone,41,US,2024-10-14,Fireworks & Rollerblades,0.432,0.583,0.174,0.544
Mmhmm,BigXthaPlug,42,US,2024-10-14,THE BIGGEST,0.93,0.682,0.028,0.962
Last Night,Morgan Wallen,43,US,2024-10-14,One Thing At A Time,0.492,0.673,0.413,0.488
one of wun,Gunna,44,US,2024-10-14,One of Wun,0.915,0.453,0.0872,0.287
Austin (Boots Stop Workin'),Dasha,45,US,2024-10-14,What Happens Now?,0.756,0.672,0.464,0.739
Heading South,Zach Bryan,46,US,2024-10-14,Heading South,0.68,0.246,0.783,0.388
Thinkin’ Bout Me,Morgan Wallen,47,US,2024-10-14,One Thing At A Time,0.659,0.789,0.487,0.468
No One Noticed,The Marías,48,US,2024-10-14,Submarine,0.705,0.339,0.552,0.457
28,Zach Bryan,49,US,2024-10-14,The Great American Bar Scene,0.492,0.519,0.227,0.435
Thick Of It (feat. Trippie Redd),"KSI, Trippie Redd",50,US,2024-10-14,Thick Of It (feat. Trippie Redd) / Low,0.588,0.826,0.0768,0.648
Die With A Smile,"Lady Gaga, Bruno Mars",1,US,2024-10-13,Die With A Smile,0.521,0.592,0.308,0.535
Taste,Sabrina Carpenter,2,US,2024-10-13,Short n' Sweet,0.674,0.907,0.101,0.721
BIRDS OF A FEATHER,Billie Eilish,3,US,2024-10-13,HIT ME HARD AND SOFT,0.747,0.507,0.2,0.438
Timeless (with Playboi Carti),"The Weeknd, Playboi Carti",4,US,2024-10-13,Timeless,0.769,0.722,0.0584,0.57
"Good Luck, Babe!",Chappell Roan,5,US,2024-10-13,"Good Luck, Babe!",0.7,0.582,0.0502,0.785
Sailor Song,Gigi Perez,6,US,2024-10-13,Sailor Song,0.494,0.413,0.682,0.273
Who,Jimin,7,US,2024-10-13,MUSE,0.66,0.756,0.00289,0.838
Sympathy is a knife featuring ariana grande,"Charli xcx, Ariana Grande",8,US,2024-10-13,Brat and it’s completely different but also still brat,0.711,0.603,0.0962,0.339
Espresso,Sabrina Carpenter,9,US,2024-10-13,Short n' Sweet,0.699,0.776,0.131,0.708
A Bar Song (Tipsy),Shaboozey,10,US,2024-10-13,"Where I've Been, Isn't Where I'm Going",0.722,0.706,0.072,0.599
I Had Some Help (Feat. Morgan Wallen),"Post Malone, Morgan Wallen",11,US,2024-10-13,F-1 Trillion,0.644,0.874,0.0113,0.753
Bed Chem,Sabrina Carpenter,12,US,2024-10-13,Short n' Sweet,0.739,0.727,0.0678,0.676
"I Love You, I'm Sorry",Gracie Abrams,13,US,2024-10-13,The Secret of Us,0.53,0.406,0.656,0.338
Please Please Please,Sabrina Carpenter,14,US,2024-10-13,Short n' Sweet,0.675,0.586,0.257,0.621
HOT TO GO!,Chappell Roan,15,US,2024-10-13,The Rise and Fall of a Midwest Princess,0.742,0.757,0.0187,0.957
WILDFLOWER,Billie Eilish,16,US,2024-10-13,HIT ME HARD AND SOFT,0.467,0.247,0.612,0.126
Not Like Us,Kendrick Lamar,17,US,2024-10-13,Not Like Us,0.898,0.472,0.0107,0.214
Pink Pony Club,Chappell Roan,18,US,2024-10-13,The Rise and Fall of a Midwest Princess,0.61,0.65,0.399,0.507
I Remember Everything (feat. Kacey Musgraves),"Zach Bryan, Kacey Musgraves",19,US,2024-10-13,Zach Bryan,0.429,0.453,0.554,0.155
Beautiful Things,Benson Boone,20,US,2024-10-13,Fireworks & Rollerblades,0.472,0.471,0.151,0.219
Guess featuring billie eilish,"Charli xcx, Billie Eilish",21,US,2024-10-13,Brat and it’s completely different but also still brat,0.78,0.713,0.0167,0.615
MILLION DOLLAR BABY,Tommy Richman,22,US,2024-10-13,MILLION DOLLAR BABY,0.852,0.697,0.0973,0.919
Stick Season,Noah Kahan,23,US,2024-10-13,Stick Season,0.664,0.5,0.799,0.801
Lose Control,Teddy Swims,24,US,2024-10-13,I've Tried Everything But Therapy (Part 1),0.561,0.604,0.199,0.242
Something in the Orange,Zach Bryan,25,US,2024-10-13,Something in the Orange,0.369,0.192,0.555,0.148
Pink Skies,Zach Bryan,26,US,2024-10-13,Pink Skies,0.525,0.488,0.191,0.253
Juno,Sabrina Carpenter,27,US,2024-10-13,Short n' Sweet,0.633,0.725,0.0461,0.64
Cowgirls (feat. ERNEST),"Morgan Wallen, ERNEST",28,US,2024-10-13,One Thing At A Time,0.621,0.779,0.216,0.399
Ain't No Love In Oklahoma (From Twisters: The Album),Luke Combs,29,US,2024-10-13,Ain't No Love In Oklahoma (From Twisters: The Album),0.487,0.658,0.00877,0.282
Good Graces,Sabrina Carpenter,30,US,2024-10-13,Short n' Sweet,0.758,0.759,0.329,0.732
Sweater Weather,The Neighbourhood,31,US,2024-10-13,I Love You.,0.612,0.807,0.0495,0.398
Too Sweet,Hozier,32,US,2024-10-13,Unreal Unearth: Unaired,0.74,0.643,0.041,0.96
NIGHTS LIKE THIS,The Kid LAROI,33,US,2024-10-13,THE FIRST TIME,0.482,0.757,0.0137,0.12
See You Again (feat. Kali Uchis),"Tyler, The Creator, Kali Uchis",34,US,2024-10-13,Flower Boy,0.558,0.559,0.371,0.62
FE!N (feat. Playboi Carti),"Travis Scott, Playboi Carti",35,US,2024-10-13,UTOPIA,0.569,0.882,0.0316,0.201
Mmhmm,BigXthaPlug,36,US,2024-10-13,THE BIGGEST,0.93,0.682,0.028,0.962
Or What,"NLE Choppa, 41, Kyle Richh",37,US,2024-10-13,SLUT SZN,0.731,0.586,0.116,0.147
Lies Lies Lies,Morgan Wallen,38,US,2024-10-13,Lies Lies Lies,0.486,0.702,0.239,0.382
Diet Pepsi,Addison Rae,39,US,2024-10-13,Diet Pepsi,0.669,0.561,0.495,0.841
Slow It Down,Benson Boone,40,US,2024-10-13,Fireworks & Rollerblades,0.432,0.583,0.174,0.544
Red Wine Supernova,Chappell Roan,41,US,2024-10-13,The Rise and Fall of a Midwest Princess,0.657,0.82,0.0176,0.709
LA PATRULLA,"Peso Pluma, Neton Vega",42,US,2024-10-13,ÉXODO,0.722,0.74,0.68,0.893
one of wun,Gunna,43,US,2024-10-13,One of Wun,0.915,0.453,0.0872,0.287
Austin (Boots Stop Workin'),Dasha,44,US,2024-10-13,What Happens Now?,0.756,0.672,0.464,0.739
Heading South,Zach Bryan,45,US,2024-10-13,Heading South,0.68,0.246,0.783,0.388
Last Night,Morgan Wallen,46,US,2024-10-13,One Thing At A Time,0.492,0.673,0.413,0.488
I might say something stupid featuring the 1975 & jon hopkins,"Charli xcx, The 1975, Jon Hopkins",47,US,2024-10-13,Brat and it’s completely different but also still brat,0.263,0.202,0.852,0.0995
Talk talk featuring troye sivan,"Charli xcx, Troye Sivan",48,US,2024-10-13,Brat and it’s completely different but also still brat,0.731,0.817,0.0196,0.661
No One Noticed,The Marías,49,US,2024-10-13,Submarine,0.705,0.339,0.552,0.457
28,Zach Bryan,50,US,2024-10-13,The Great American Bar Scene,0.492,0.519,0.227,0.435
Die With A Smile,"Lady Gaga, Bruno Mars",1,US,2024-10-12,Die With A Smile,0.521,0.592,0.308,0.535
Taste,Sabrina Carpenter,2,US,2024-10-12,Short n' Sweet,0.674,0.907,0.101,0.721
BIRDS OF A FEATHER,Billie Eilish,3,US,2024-10-12,HIT ME HARD AND SOFT,0.747,0.507,0.2,0.438
Timeless (with Playboi Carti),"The Weeknd, Playboi Carti",4,US,2024-10-12,Timeless,0.769,0.722,0.0584,0.57
"Good Luck, Babe!",Chappell Roan,5,US,2024-10-12,"Good Luck, Babe!",0.7,0.582,0.0502,0.785
Sailor Song,Gigi Perez,6,US,2024-10-12,Sailor Song,0.494,0.413,0.682,0.273
Who,Jimin,7,US,2024-10-12,MUSE,0.66,0.756,0.00289,0.838
Espresso,Sabrina Carpenter,8,US,2024-10-12,Short n' Sweet,0.699,0.776,0.131,0.708
A Bar Song (Tipsy),Shaboozey,9,US,2024-10-12,"Where I've Been, Isn't Where I'm Going",0.722,0.706,0.072,0.599
I Had Some Help (Feat. Morgan Wallen),"Post Malone, Morgan Wallen",10,US,2024-10-12,F-1 Trillion,0.644,0.874,0.0113,0.753
Bed Chem,Sabrina Carpenter,11,US,2024-10-12,Short n' Sweet,0.739,0.727,0.0678,0.676
Please Please Please,Sabrina Carpenter,12,US,2024-10-12,Short n' Sweet,0.675,0.586,0.257,0.621
"I Love You, I'm Sorry",Gracie Abrams,13,US,2024-10-12,The Secret of Us,0.53,0.406,0.656,0.338
HOT TO GO!,Chappell Roan,14,US,2024-10-12,The Rise and Fall of a Midwest Princess,0.742,0.757,0.0187,0.957
WILDFLOWER,Billie Eilish,15,US,2024-10-12,HIT ME HARD AND SOFT,0.467,0.247,0.612,0.126
Not Like Us,Kendrick Lamar,16,US,2024-10-12,Not Like Us,0.898,0.472,0.0107,0.214
Beautiful Things,Benson Boone,17,US,2024-10-12,Fireworks & Rollerblades,0.472,0.471,0.151,0.219
Pink Pony Club,Chappell Roan,18,US,2024-10-12,The Rise and Fall of a Midwest Princess,0.61,0.65,0.399,0.507
Stick Season,Noah Kahan,19,US,2024-10-12,Stick Season,0.664,0.5,0.799,0.801
I Remember Everything (feat. Kacey Musgraves),"Zach Bryan, Kacey Musgraves",20,US,2024-10-12,Zach Bryan,0.429,0.453,0.554,0.155
MILLION DOLLAR BABY,Tommy Richman,21,US,2024-10-12,MILLION DOLLAR BABY,0.852,0.697,0.0973,0.919
Sweater Weather,The Neighbourhood,22,US,2024-10-12,I Love You.,0.612,0.807,0.0495,0.398
